eventID,institutionCode,cruiseCode,event,net,station,start_latitude,start_longitude,end_latitude,end_longitude,geodeticDatum,start_eventTime,end_eventTime,haulDuration,trackDistance,solarPosition,diel,day_night_method,samplingProtocol,netSystem,bottomDepthInMeters,bottom_depth_method,meanNetTemperature,minimumDepthInMeters,maximumDepthInMeters,medianDepthInMeters,volumeFiltered,volumeFiltered2,verticalTowHeight,towDistance,meanTowSpeed,netSurfaceArea,netType,codendMesh,netMeshSize,haulType,sector,zone,fieldNotes,validation,validationDescription
AAD_HIPPIES_120_65.03,AAD,HIPPIES,120,65.03,65,-53.09,76.99,-53.08,76.96,WGS 84,19/01/2004 19:55,19/01/2004 20:25,30,2092.76,-15.67508335,night,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,0,100,NA,NA,326052.008,100,NA,2,155.8,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 100m to surface;,1,NA
AAD_HIPPIES_121_65.04,AAD,HIPPIES,121,65.04,65,-53.1,76.99,-53.08,76.97,WGS 84,19/01/2004 21:21,19/01/2004 21:51,30,2000.16,-10.67516049,dusk,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,0,100,NA,NA,16001.28,100,NA,2.1,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 100m to surface; two holes in codend;,1,NA
AAD_HIPPIES_122_65.05,AAD,HIPPIES,122,65.05,65,-53.1,76.99,-53.08,76.97,WGS 84,19/01/2004 22:33,19/01/2004 23:05,32,1944.6,-3.611807482,dusk,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,100,300,NA,NA,15884.53735,200,NA,2,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 300-100m;,1,NA
AAD_HIPPIES_123_65.06,AAD,HIPPIES,123,65.06,65,-53.1,76.99,-53.08,76.97,WGS 84,20/01/2004 0:00,20/01/2004 0:30,30,1944.6,7.31483574,dawn,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,300,600,NA,NA,16473.38276,300,NA,2.2,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 600-300m;,1,NA
AAD_HIPPIES_124_66.01,AAD,HIPPIES,124,66.01,66,-52.98,76.89,-52.96,76.95,WGS 84,20/01/2004 2:37,20/01/2004 3:07,30,2222.4,30.13111166,day,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,0,100,NA,NA,17797.20864,100,NA,2.4,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,"Fishing depth 100m to surface; hole in cod end (Dist calc from duration, posns wrong?); ",1,NA
AAD_HIPPIES_125_66.02,AAD,HIPPIES,125,66.02,66,-52.97,76.87,-52.95,76.86,WGS 84,20/01/2004 4:02,20/01/2004 4:34,32,2129.8,42.37967136,day,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,100,300,NA,NA,17457.60056,200,NA,2.2,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 300-100m; wire out 545-260m;,1,NA
AAD_HIPPIES_126_66.03,AAD,HIPPIES,126,66.03,66,-52.97,76.88,-52.96,76.86,WGS 84,20/01/2004 5:47,20/01/2004 6:17,30,1685.32,54.14545462,day,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,300,600,NA,NA,14278.36415,300,NA,1.9,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 600-300m; wire out 850-491m;,1,NA
AAD_HIPPIES_127_66.04,AAD,HIPPIES,127,66.04,66,-52.95,76.88,-52.95,76.86,WGS 84,20/01/2004 7:37,20/01/2004 8:07,30,1500.12,56.66016284,day,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,300,600,NA,NA,227868.228,300,NA,2.5,151.9,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 600-300m; wire out 1200-700m; headline 6.2/4.9/4.9; wing 43/31/34;,1,NA
AAD_HIPPIES_128_66.05,AAD,HIPPIES,128,66.05,66,-52.97,76.88,-52.98,76.84,WGS 84,20/01/2004 9:09,20/01/2004 9:41,32,2611.32,49.32349108,day,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,100,300,NA,NA,430867.8,200,NA,2.5,165,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 300-100m; wire out 600-250m; headline 7.3/4.8/4.6/5; wing 33/31/35/32; depth sensor not working;,1,NA
AAD_HIPPIES_129_66.06,AAD,HIPPIES,129,66.06,66,-52.97,76.88,-52.97,76.85,WGS 84,20/01/2004 10:37,20/01/2004 11:07,30,2426.12,37.80340759,day,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,0,100,NA,NA,555824.092,100,NA,2.5,229.1,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 100m to surface; wire out 200-0m; headline 7.9/5; wing 29/21;,1,NA
AAD_HIPPIES_130_67.01,AAD,HIPPIES,130,67.01,67,-52.97,76.88,-52.97,76.85,WGS 84,20/01/2004 15:53,20/01/2004 16:23,30,2296.48,-6.028271362,dusk,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,300,600,NA,NA,413366.4,300,NA,2.5,180,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 600-300m; wire out 1200-700m; headline 5/5/5.5; wing 33/36/37;,1,NA
AAD_HIPPIES_131_67.02,AAD,HIPPIES,131,67.02,67,-52.97,76.88,-52.97,76.84,WGS 84,20/01/2004 17:45,20/01/2004 18:17,32,2352.04,-14.90501328,night,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,100,300,NA,NA,526856.96,200,NA,2.5,224,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 300-100m; headline 7.0/6.6; wing 32/30;,1,NA
AAD_HIPPIES_132_67.03,AAD,HIPPIES,132,67.03,67,-52.97,76.88,-52.97,76.84,WGS 84,20/01/2004 19:25,20/01/2004 19:55,30,2296.48,-16.72585388,night,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,0,100,NA,NA,139625.984,100,NA,2.7,60.8,IYGPT,NA,NA,Routine,Indian,Subantarctic,Fishing depth 100m to surface;,1,NA
AAD_HIPPIES_133_67.04,AAD,HIPPIES,133,67.04,67,-52.97,76.88,-52.97,76.85,WGS 84,20/01/2004 20:53,20/01/2004 21:23,30,2000.16,-13.12329979,night,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,0,100,NA,NA,16317.24056,100,NA,2.2,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 100m to surface;,1,NA
AAD_HIPPIES_134_67.05,AAD,HIPPIES,134,67.05,67,-52.97,76.88,-52.97,76.85,WGS 84,20/01/2004 22:17,20/01/2004 22:49,32,2055.72,-5.747835828,dusk,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,100,300,NA,NA,NA,200,NA,NA,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,Fishing depth 300-100m;,1,NA
AAD_HIPPIES_135_67.06,AAD,HIPPIES,135,67.06,67,-52.94,76.87,-52.97,76.84,WGS 84,21/01/2004 0:22,21/01/2004 0:52,30,2129.8,9.997738988,dawn,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,300,600,NA,NA,17206.61796,300,NA,2.3,8,RMT 8,NA,4.5,Routine,Indian,Subantarctic,"KT3  Fishing depth 600-300m; towing speed 2.0-2.6 knots (Dist calc from duration, posns wrong?); ",1,NA
AAD_HIPPIES_136_68.01,AAD,HIPPIES,136,68.01,68,-52.79,76.47,-52.77,76.45,WGS 84,21/01/2004 15:52,21/01/2004 16:22,30,2277.96,-6.041025786,dusk,maptools R,stratified oblique trawl,opening-closing,NA,NA,NA,300,600,NA,NA,494317.32,300,NA,2.5,217,IYGPT,NA,NA,Routine,Indian,Subantarctic,KT2  Fishing depth 600-300m; wire out 1200-700; headline 6.7/6.2/6.2/6.8; wing 36/35/33/31; depth sensor not working;,1,NA
AMLR1992_A004_141_1,NOAA,AMLR1992,141,1,A004,-60.7465,-57.5156,NA,NA,EPSG:4326,20/01/1992 1:39,20/01/1992 2:15,36,NA,-3.96042394,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,160,NA,4746.9248,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A007_144_1,NOAA,AMLR1992,144,1,A007,-61.5013,-57.4947,NA,NA,EPSG:4326,20/01/1992 13:35,20/01/1992 13:58,23,NA,41.59502183,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,137,NA,3770.528,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1992_A010_147_1,NOAA,AMLR1992,147,1,A010,-61.4884,-57.0233,NA,NA,EPSG:4326,21/01/1992 1:19,21/01/1992 1:44,25,NA,-2.224553437,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,127,NA,4516.2112,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1992_A024_161_1,NOAA,AMLR1992,161,1,A024,-61.748,-56.4669,NA,NA,EPSG:4326,23/01/1992 5:08,23/01/1992 5:36,28,NA,-7.380965901,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,160,NA,3292.8576,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A026_163_1,NOAA,AMLR1992,163,1,A026,-61.4952,-56.0771,NA,NA,EPSG:4326,23/01/1992 12:05,23/01/1992 12:32,27,NA,32.30023384,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,155,NA,4189.768,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A039_176_1,NOAA,AMLR1992,176,1,A039,-61.5121,-55.3183,NA,NA,EPSG:4326,25/01/1992 9:18,25/01/1992 9:44,26,NA,12.67025613,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,140,NA,4220.6,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A043_179_1,NOAA,AMLR1992,179,1,A043,-61.2833,-55.01,NA,NA,EPSG:4326,26/01/1992 1:39,26/01/1992 2:12,33,NA,-5.395629054,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,160,NA,3969.056,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A044_180_1,NOAA,AMLR1992,180,1,A044,-61.0009,-55,NA,NA,EPSG:4326,26/01/1992 8:47,26/01/1992 9:26,39,NA,8.93126031,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,130,NA,6005.3968,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A046_182_1,NOAA,AMLR1992,182,1,A046,-60.4994,-54.9983,NA,NA,EPSG:4326,27/01/1992 19:15,27/01/1992 19:50,35,NA,34.96366958,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,100,NA,4372.128,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A049_185_1,NOAA,AMLR1992,185,1,A049,-60.0001,-54.5053,NA,NA,EPSG:4326,31/01/1992 16:10,31/01/1992 16:39,29,NA,47.34246131,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,135,NA,4620.2128,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A053_189_1,NOAA,AMLR1992,189,1,A053,-61.0003,-54.5174,NA,NA,EPSG:4326,1/02/1992 6:26,1/02/1992 6:53,27,NA,-5.783028014,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,150,NA,3472.8864,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A056_192_1,NOAA,AMLR1992,192,1,A056,-61.7498,-54.4983,NA,NA,EPSG:4326,1/02/1992 16:31,1/02/1992 16:56,25,NA,44.89913528,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,160,NA,2575.4496,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A057_193_1,NOAA,AMLR1992,193,1,A057,-61.7342,-53.9939,NA,NA,EPSG:4326,1/02/1992 20:08,1/02/1992 20:29,21,NA,27.00146989,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,155,NA,2282.4704,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A061_197_1,NOAA,AMLR1992,197,1,A061,-60.7507,-53.9983,NA,NA,EPSG:4326,2/02/1992 10:14,2/02/1992 10:36,22,NA,17.75419153,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,128,NA,3220.1392,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1992_A062_198_1,NOAA,AMLR1992,198,1,A062,-60.4974,-53.9833,NA,NA,EPSG:4326,2/02/1992 13:16,2/02/1992 13:41,25,NA,38.52691272,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,140,NA,2362.3328,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_A001_267_1,NOAA,AMLR1993,267,1,A001,-62.491,-58.9972,NA,NA,EPSG:4326,15/01/1993 19:00,15/01/1993 19:35,35,NA,39.08741227,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,140,NA,6053.5248,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1993_A046_309_1,NOAA,AMLR1993,309,1,A046,-60.4958,-55.9978,NA,NA,EPSG:4326,24/01/1993 1:49,24/01/1993 2:23,34,NA,-6.184649387,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,7878.4784,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_A063_327_1,NOAA,AMLR1993,327,1,A063,-60.7463,-54.9985,NA,NA,EPSG:4326,26/01/1993 23:22,26/01/1993 23:45,23,NA,5.941131804,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,172,NA,4749.1056,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_A075_338_1,NOAA,AMLR1993,338,1,A075,-60.0095,-54.4857,NA,NA,EPSG:4326,29/01/1993 2:15,29/01/1993 3:10,55,NA,-9.597806405,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,164,NA,4775.8016,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_A080_343_1,NOAA,AMLR1993,343,1,A080,-60.993,-54.011,NA,NA,EPSG:4326,29/01/1993 22:46,29/01/1993 23:13,27,NA,8.910802903,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,4777.6064,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_A085_348_1,NOAA,AMLR1993,348,1,A085,-61.4993,-53.5013,NA,NA,EPSG:4326,30/01/1993 19:00,30/01/1993 19:24,24,NA,34.62197868,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,172,NA,4396.2672,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D024_369_1,NOAA,AMLR1993,369,1,D024,-60.0037,-57.4855,NA,NA,EPSG:4326,3/03/1993 0:33,3/03/1993 1:02,29,NA,-11.50772526,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,176,NA,5657.9728,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D028_373_1,NOAA,AMLR1993,373,1,D028,-60.7518,-56.993,NA,NA,EPSG:4326,2/03/1993 12:00,2/03/1993 12:37,37,NA,20.52354713,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,166,NA,7041.728,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D039_384_1,NOAA,AMLR1993,384,1,D039,-60.9992,-56.4963,NA,NA,EPSG:4326,28/02/1993 21:02,28/02/1993 21:31,29,NA,13.6272818,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,148,NA,4623.296,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D049_394_1,NOAA,AMLR1993,394,1,D049,-61.2565,-55.9953,NA,NA,EPSG:4326,27/02/1993 13:07,27/02/1993 13:32,25,NA,28.48980942,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,160,NA,3634.04,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D059_404_1,NOAA,AMLR1993,404,1,D059,-60.0005,-55.5062,NA,NA,EPSG:4326,26/02/1993 6:25,26/02/1993 6:57,32,NA,-15.1207759,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,142,NA,5596.6096,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D066_411_1,NOAA,AMLR1993,411,1,D066,-61.5002,-54.9998,NA,NA,EPSG:4326,25/02/1993 6:24,25/02/1993 6:51,27,NA,-13.52376544,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,4387.2432,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1993_D083_428_1,NOAA,AMLR1993,428,1,D083,-61.7428,-53.9983,NA,NA,EPSG:4326,22/02/1993 23:00,22/02/1993 23:29,29,NA,1.00208737,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,140,NA,5841.6112,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_A012_445_1,NOAA,AMLR1994,445,1,A012,-61.5,-58.505,NA,NA,EPSG:4326,18/01/1994 18:27,18/01/1994 18:49,22,NA,42.14270596,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,161,NA,2696.672,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_A013_446_1,NOAA,AMLR1994,446,1,A013,-61.7513,-58.5042,NA,NA,EPSG:4326,18/01/1994 21:30,18/01/1994 21:50,20,NA,22.02249073,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,120,NA,2446.4064,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_A017_450_1,NOAA,AMLR1994,450,1,A017,-61.7522,-57.497,NA,NA,EPSG:4326,19/01/1994 14:04,19/01/1994 14:30,26,NA,43.89974745,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,126,NA,3616.1424,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_A018_451_1,NOAA,AMLR1994,451,1,A018,-61.4967,-57.5053,NA,NA,EPSG:4326,19/01/1994 18:08,19/01/1994 18:38,30,NA,43.24394763,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,146,NA,4201.1232,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_A037_470_1,NOAA,AMLR1994,470,1,A037,-61.5005,-56.5025,NA,NA,EPSG:4326,22/01/1994 19:56,22/01/1994 20:21,25,NA,31.50645164,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,175,NA,2733.9712,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_A038_471_1,NOAA,AMLR1994,471,1,A038,-61.2507,-56.5042,NA,NA,EPSG:4326,22/01/1994 22:47,22/01/1994 23:15,28,NA,11.42659635,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,138,NA,3781.2816,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_A043_476_1,NOAA,AMLR1994,476,1,A043,-59.9975,-56.4987,NA,NA,EPSG:4326,23/01/1994 14:53,23/01/1994 15:19,26,NA,47.79107968,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,154,NA,3546.056,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_A044_477_1,NOAA,AMLR1994,477,1,A044,-60.0012,-56.001,NA,NA,EPSG:4326,23/01/1994 18:00,23/01/1994 18:23,23,NA,43.76157541,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,154,NA,2915.2784,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_A070_503_1,NOAA,AMLR1994,503,1,A070,-61.2498,-54.4987,NA,NA,EPSG:4326,26/01/1994 23:31,26/01/1994 23:56,25,NA,5.092239415,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,154,NA,3910.2496,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_A079_511_1,NOAA,AMLR1994,511,1,A079,-60.7468,-54.0037,NA,NA,EPSG:4326,28/01/1994 2:46,28/01/1994 11:08,502,NA,-9.927955411,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,154,NA,2293.6752,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D001_516_1,NOAA,AMLR1994,516,1,D001,-62.5025,-58.9952,NA,NA,EPSG:4326,9/03/1994 8:02,9/03/1994 8:27,25,NA,-9.632154895,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,132,NA,3543.6496,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D005_520_1,NOAA,AMLR1994,520,1,D005,-62.4988,-58.0012,NA,NA,EPSG:4326,8/03/1994 11:48,8/03/1994 12:14,26,NA,16.25827793,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,147,NA,3649.2304,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D006_521_1,NOAA,AMLR1994,521,1,D006,-62.4992,-57.506,NA,NA,EPSG:4326,8/03/1994 8:55,8/03/1994 9:25,30,NA,-3.016341447,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,145,NA,4256.3952,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D007_522_1,NOAA,AMLR1994,522,1,D007,-62.2498,-57.5037,NA,NA,EPSG:4326,8/03/1994 6:03,8/03/1994 6:23,20,NA,-18.83082503,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,136,NA,3914.536,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D016_531_1,NOAA,AMLR1994,531,1,D016,-61.5018,-58.9955,NA,NA,EPSG:4326,7/03/1994 1:03,7/03/1994 1:25,22,NA,-14.24725456,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,150,NA,3817.8288,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D020_534_1,NOAA,AMLR1994,534,1,D020,-61.0018,-57.5005,NA,NA,EPSG:4326,6/03/1994 10:25,6/03/1994 10:49,24,NA,7.933006228,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,159,NA,3899.496,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D021_535_1,NOAA,AMLR1994,535,1,D021,-60.7507,-57.4968,NA,NA,EPSG:4326,6/03/1994 7:24,6/03/1994 7:50,26,NA,-12.75824494,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,144,NA,4194.3552,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D024_538_1,NOAA,AMLR1994,538,1,D024,-59.9983,-57.5015,NA,NA,EPSG:4326,5/03/1994 21:57,5/03/1994 22:21,24,NA,5.784941158,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,163,NA,3219.4624,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D029_542_1,NOAA,AMLR1994,542,1,D029,-61.0027,-56.9947,NA,NA,EPSG:4326,5/03/1994 4:23,5/03/1994 4:42,19,NA,-22.67465634,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,140,NA,3883.1024,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D030_543_1,NOAA,AMLR1994,543,1,D030,-61.2508,-57.0008,NA,NA,EPSG:4326,5/03/1994 1:18,5/03/1994 1:41,23,NA,-15.60391283,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,157,NA,3491.9872,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D034_547_1,NOAA,AMLR1994,547,1,D034,-62.251,-57.0055,NA,NA,EPSG:4326,4/03/1994 13:45,4/03/1994 14:05,20,NA,28.93905534,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,111,NA,3140.1264,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR1994_D036_549_1,NOAA,AMLR1994,549,1,D036,-61.7515,-56.4963,NA,NA,EPSG:4326,4/03/1994 7:04,4/03/1994 7:30,26,NA,-12.90561929,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,141,NA,4049.3696,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D037_550_1,NOAA,AMLR1994,550,1,D037,-61.501,-56.4982,NA,NA,EPSG:4326,4/03/1994 4:21,4/03/1994 5:45,84,NA,-21.79653441,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,147,NA,3475.2928,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D038_551_1,NOAA,AMLR1994,551,1,D038,-61.2497,-56.5012,NA,NA,EPSG:4326,4/03/1994 1:23,4/03/1994 1:45,22,NA,-15.77719625,night,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,136,NA,2979.048,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR1994_D041_554_1,NOAA,AMLR1994,554,1,D041,-60.5008,-56.4972,NA,NA,EPSG:4326,3/03/1994 17:08,3/03/1994 17:31,23,NA,34.64663767,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,156,NA,3189.8336,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
